Date,Month_Number,Month_Name,Month_Year,Year,Department,Category,Region,Cost_Center,Budget,Actual
01-07-2023,7,Jul,Jul-23,2023,Marketing,Salaries,East,CC-100,45837.86,52374.4
01-07-2023,7,Jul,Jul-23,2023,Marketing,Salaries,West,CC-100,49084.68,55019.59
01-07-2023,7,Jul,Jul-23,2023,Marketing,Software,North,CC-100,18726.61,21181.99
01-07-2023,7,Jul,Jul-23,2023,Marketing,Software,South,CC-100,17609.86,20698.57
01-07-2023,7,Jul,Jul-23,2023,Marketing,Software,East,CC-100,17919.13,20999.75
01-07-2023,7,Jul,Jul-23,2023,Marketing,Software,West,CC-100,19164.98,22139.72
01-07-2023,7,Jul,Jul-23,2023,Marketing,Travel,North,CC-100,10530.36,15355.55
01-07-2023,7,Jul,Jul-23,2023,Marketing,Travel,South,CC-100,10128.33,15293.91
01-07-2023,7,Jul,Jul-23,2023,Marketing,Travel,East,CC-100,10050.11,14352.8
01-07-2023,7,Jul,Jul-23,2023,Marketing,Travel,West,CC-100,10462.4,15978.35
01-07-2023,7,Jul,Jul-23,2023,Marketing,Supplies,North,CC-100,7848.52,9017.94
01-07-2023,7,Jul,Jul-23,2023,Marketing,Supplies,South,CC-100,7886.53,8829.48
01-07-2023,7,Jul,Jul-23,2023,Marketing,Supplies,East,CC-100,7758.26,9015.98
01-07-2023,7,Jul,Jul-23,2023,Marketing,Supplies,West,CC-100,8519.49,9645.62
01-07-2023,7,Jul,Jul-23,2023,Marketing,Training,North,CC-100,8306.02,9832.93
01-07-2023,7,Jul,Jul-23,2023,Marketing,Training,South,CC-100,8139.25,9096.51
01-07-2023,7,Jul,Jul-23,2023,Marketing,Training,East,CC-100,7943.25,8961.13
01-07-2023,7,Jul,Jul-23,2023,Marketing,Training,West,CC-100,8883.98,10657.84
01-07-2023,7,Jul,Jul-23,2023,IT,Salaries,North,CC-200,51472.61,46362.96
01-07-2023,7,Jul,Jul-23,2023,IT,Salaries,South,CC-200,47705.81,42088.99
01-07-2023,7,Jul,Jul-23,2023,IT,Salaries,East,CC-200,48974.8,43120.33
01-07-2023,7,Jul,Jul-23,2023,IT,Salaries,West,CC-200,54572.5,49150.69
01-07-2023,7,Jul,Jul-23,2023,IT,Software,North,CC-200,27806.69,24104.55
01-07-2023,7,Jul,Jul-23,2023,IT,Software,South,CC-200,26926.31,23632.35
01-07-2023,7,Jul,Jul-23,2023,IT,Software,East,CC-200,27225.42,24081
01-07-2023,7,Jul,Jul-23,2023,IT,Software,West,CC-200,28994.73,24675.38
01-07-2023,7,Jul,Jul-23,2023,IT,Travel,North,CC-200,11168.65,13416.9
01-07-2023,7,Jul,Jul-23,2023,IT,Travel,South,CC-200,10441.31,12269.1
01-07-2023,7,Jul,Jul-23,2023,IT,Travel,East,CC-200,10719.32,12432.58
01-07-2023,7,Jul,Jul-23,2023,IT,Travel,West,CC-200,11419.12,14016.37
01-07-2023,7,Jul,Jul-23,2023,IT,Supplies,North,CC-200,8562.2,7459.71
01-07-2023,7,Jul,Jul-23,2023,IT,Supplies,South,CC-200,7886.83,7075.55
01-07-2023,7,Jul,Jul-23,2023,IT,Supplies,East,CC-200,8017.66,6942.24
01-07-2023,7,Jul,Jul-23,2023,IT,Supplies,West,CC-200,8864.45,7556.1
01-07-2023,7,Jul,Jul-23,2023,IT,Training,North,CC-200,7362.4,6537.83
01-07-2023,7,Jul,Jul-23,2023,IT,Training,South,CC-200,7127.05,6209.15
01-07-2023,7,Jul,Jul-23,2023,IT,Training,East,CC-200,7070.33,6103.1
01-07-2023,7,Jul,Jul-23,2023,IT,Training,West,CC-200,7369.22,6420.65
01-07-2023,7,Jul,Jul-23,2023,HR,Salaries,North,CC-300,43287.16,43253.41
01-07-2023,7,Jul,Jul-23,2023,HR,Salaries,South,CC-300,42692.21,43670.39
01-07-2023,7,Jul,Jul-23,2023,HR,Salaries,East,CC-300,43826.52,42760.67
01-07-2023,7,Jul,Jul-23,2023,HR,Salaries,West,CC-300,46593.48,45462.41
01-07-2023,7,Jul,Jul-23,2023,HR,Software,North,CC-300,14910.15,14844.2
01-07-2023,7,Jul,Jul-23,2023,HR,Software,South,CC-300,14145.74,14543.86
01-07-2023,7,Jul,Jul-23,2023,HR,Software,East,CC-300,14456.23,14685.84
01-07-2023,7,Jul,Jul-23,2023,HR,Software,West,CC-300,16152,16428.07
01-07-2023,7,Jul,Jul-23,2023,HR,Travel,North,CC-300,8662.99,12406.78
01-07-2023,7,Jul,Jul-23,2023,HR,Travel,South,CC-300,8138.9,11091.4
01-07-2023,7,Jul,Jul-23,2023,HR,Travel,East,CC-300,8337,11195.35
01-07-2023,7,Jul,Jul-23,2023,HR,Travel,West,CC-300,8987.06,12194.4
01-07-2023,7,Jul,Jul-23,2023,HR,Supplies,North,CC-300,6622.24,6601.26
01-07-2023,7,Jul,Jul-23,2023,HR,Supplies,South,CC-300,6488.97,6562.49
01-07-2023,7,Jul,Jul-23,2023,HR,Supplies,East,CC-300,6314.35,6203.63
01-07-2023,7,Jul,Jul-23,2023,HR,Supplies,West,CC-300,7073.78,7132.31
01-07-2023,7,Jul,Jul-23,2023,HR,Training,North,CC-300,5808.26,5806.37
01-07-2023,7,Jul,Jul-23,2023,HR,Training,South,CC-300,5325.76,5409.45
01-07-2023,7,Jul,Jul-23,2023,HR,Training,East,CC-300,5439.81,5556.41
01-07-2023,7,Jul,Jul-23,2023,HR,Training,West,CC-300,5782.58,5659.42
01-07-2023,7,Jul,Jul-23,2023,Operations,Salaries,North,CC-400,53555.02,47254.93
01-07-2023,7,Jul,Jul-23,2023,Operations,Salaries,South,CC-400,52233.39,49522.53
01-07-2023,7,Jul,Jul-23,2023,Operations,Salaries,East,CC-400,53588.95,55381.97
01-07-2023,7,Jul,Jul-23,2023,Operations,Salaries,West,CC-400,55994.31,65427.42
01-07-2023,7,Jul,Jul-23,2023,Operations,Software,North,CC-400,20125.25,23002.84
01-07-2023,7,Jul,Jul-23,2023,Operations,Software,South,CC-400,19178.57,17496.03
01-07-2023,7,Jul,Jul-23,2023,Operations,Software,East,CC-400,19456.85,18383.88
01-07-2023,7,Jul,Jul-23,2023,Operations,Software,West,CC-400,21324.34,21175.66
01-07-2023,7,Jul,Jul-23,2023,Operations,Travel,North,CC-400,11434.29,14047.96
01-07-2023,7,Jul,Jul-23,2023,Operations,Travel,South,CC-400,11125.11,13240.32
01-07-2023,7,Jul,Jul-23,2023,Operations,Travel,East,CC-400,11220.67,15302.67
01-07-2023,7,Jul,Jul-23,2023,Operations,Travel,West,CC-400,12059.49,16310.67
01-07-2023,7,Jul,Jul-23,2023,Operations,Supplies,North,CC-400,12053.6,11895.18
01-07-2023,7,Jul,Jul-23,2023,Operations,Supplies,South,CC-400,11772.69,13544.14
01-07-2023,7,Jul,Jul-23,2023,Operations,Supplies,East,CC-400,11884.35,13068.94
01-07-2023,7,Jul,Jul-23,2023,Operations,Supplies,West,CC-400,12857.45,13776.4
01-07-2023,7,Jul,Jul-23,2023,Operations,Training,North,CC-400,7947.95,6935.29
01-07-2023,7,Jul,Jul-23,2023,Operations,Training,South,CC-400,7370.72,6663.04
01-07-2023,7,Jul,Jul-23,2023,Operations,Training,East,CC-400,7719.44,6672.47
01-07-2023,7,Jul,Jul-23,2023,Operations,Training,West,CC-400,8189.99,7889.08
01-07-2023,7,Jul,Jul-23,2023,Finance,Salaries,North,CC-500,44500.82,44061.36
01-07-2023,7,Jul,Jul-23,2023,Finance,Salaries,South,CC-500,40052.93,41641
01-07-2023,7,Jul,Jul-23,2023,Finance,Salaries,East,CC-500,42010.24,40229.25
01-07-2023,7,Jul,Jul-23,2023,Finance,Salaries,West,CC-500,46099.74,46545.35
01-07-2023,7,Jul,Jul-23,2023,Finance,Software,North,CC-500,16241.54,16365.76
01-07-2023,7,Jul,Jul-23,2023,Finance,Software,South,CC-500,15631.32,15395.31
01-07-2023,7,Jul,Jul-23,2023,Finance,Software,East,CC-500,15894.29,16095.07
01-07-2023,7,Jul,Jul-23,2023,Finance,Software,West,CC-500,16797.96,16309.94
01-07-2023,7,Jul,Jul-23,2023,Finance,Travel,North,CC-500,6907.38,9183.32
01-07-2023,7,Jul,Jul-23,2023,Finance,Travel,South,CC-500,6684.38,8742.53
01-07-2023,7,Jul,Jul-23,2023,Finance,Travel,East,CC-500,6837.78,9177.53
01-07-2023,7,Jul,Jul-23,2023,Finance,Travel,West,CC-500,7253.68,9844.03
01-07-2023,7,Jul,Jul-23,2023,Finance,Supplies,North,CC-500,7010.56,6954.07
01-07-2023,7,Jul,Jul-23,2023,Finance,Supplies,South,CC-500,6752.35,6868.11
01-07-2023,7,Jul,Jul-23,2023,Finance,Supplies,East,CC-500,7128.92,7456.24
01-07-2023,7,Jul,Jul-23,2023,Finance,Supplies,West,CC-500,7584.54,7822.89
01-07-2023,7,Jul,Jul-23,2023,Finance,Training,North,CC-500,6121.24,5917.13
01-07-2023,7,Jul,Jul-23,2023,Finance,Training,South,CC-500,5891.73,5714.86
01-07-2023,7,Jul,Jul-23,2023,Finance,Training,East,CC-500,5825.08,6045.6
01-07-2023,7,Jul,Jul-23,2023,Finance,Training,West,CC-500,6242.64,5966.92
01-08-2023,8,Aug,Aug-23,2023,Marketing,Salaries,North,CC-100,47315.99,51972.47
01-08-2023,8,Aug,Aug-23,2023,Marketing,Salaries,South,CC-100,44797.39,50856.18
01-08-2023,8,Aug,Aug-23,2023,Marketing,Salaries,East,CC-100,46119.76,51815.43
01-08-2023,8,Aug,Aug-23,2023,Marketing,Salaries,West,CC-100,48409.94,54507.73
01-08-2023,8,Aug,Aug-23,2023,Marketing,Software,North,CC-100,18811.14,22440.81
01-08-2023,8,Aug,Aug-23,2023,Marketing,Software,South,CC-100,17419.18,19817.06
01-08-2023,8,Aug,Aug-23,2023,Marketing,Software,East,CC-100,18022.62,21515.33
01-08-2023,8,Aug,Aug-23,2023,Marketing,Software,West,CC-100,18907.88,22385.01
01-08-2023,8,Aug,Aug-23,2023,Marketing,Travel,North,CC-100,10160.45,15415.53
01-08-2023,8,Aug,Aug-23,2023,Marketing,Travel,South,CC-100,9938.1,14521.64
01-08-2023,8,Aug,Aug-23,2023,Marketing,Travel,East,CC-100,10140.97,15730.22
01-08-2023,8,Aug,Aug-23,2023,Marketing,Travel,West,CC-100,10420.12,15167.19
01-08-2023,8,Aug,Aug-23,2023,Marketing,Supplies,North,CC-100,7969.61,8958.68
01-08-2023,8,Aug,Aug-23,2023,Marketing,Supplies,South,CC-100,7572.19,8954
01-08-2023,8,Aug,Aug-23,2023,Marketing,Supplies,East,CC-100,7944.96,9046.63
01-08-2023,8,Aug,Aug-23,2023,Marketing,Supplies,West,CC-100,8306.16,9437.74
01-08-2023,8,Aug,Aug-23,2023,Marketing,Training,North,CC-100,8224.18,9144.28
01-08-2023,8,Aug,Aug-23,2023,Marketing,Training,South,CC-100,7854.58,9022.83
01-08-2023,8,Aug,Aug-23,2023,Marketing,Training,East,CC-100,7866.83,9470.04
01-08-2023,8,Aug,Aug-23,2023,Marketing,Training,West,CC-100,8781.85,10321.66
01-08-2023,8,Aug,Aug-23,2023,IT,Salaries,North,CC-200,50616.56,43730.83
01-08-2023,8,Aug,Aug-23,2023,IT,Salaries,South,CC-200,48325.92,42072.01
01-08-2023,8,Aug,Aug-23,2023,IT,Salaries,East,CC-200,47931.56,42279.25
01-08-2023,8,Aug,Aug-23,2023,IT,Salaries,West,CC-200,51109.31,45254.84
01-08-2023,8,Aug,Aug-23,2023,IT,Software,North,CC-200,27190.95,23693.76
01-08-2023,8,Aug,Aug-23,2023,IT,Software,South,CC-200,26819.83,23156.66
01-08-2023,8,Aug,Aug-23,2023,IT,Software,East,CC-200,27744.12,23756.22
01-08-2023,8,Aug,Aug-23,2023,IT,Software,West,CC-200,29151.88,25796.12
01-08-2023,8,Aug,Aug-23,2023,IT,Travel,North,CC-200,10605.89,13300.46
01-08-2023,8,Aug,Aug-23,2023,IT,Travel,South,CC-200,10533.83,13229.58
01-08-2023,8,Aug,Aug-23,2023,IT,Travel,East,CC-200,10270.31,13212.2
01-08-2023,8,Aug,Aug-23,2023,IT,Travel,West,CC-200,11152,13457.25
01-08-2023,8,Aug,Aug-23,2023,IT,Supplies,North,CC-200,8624.05,7470.21
01-08-2023,8,Aug,Aug-23,2023,IT,Supplies,South,CC-200,7805.73,6670.44
01-08-2023,8,Aug,Aug-23,2023,IT,Supplies,East,CC-200,8098.41,7091.01
01-08-2023,8,Aug,Aug-23,2023,IT,Supplies,West,CC-200,8985.99,8034.41
01-08-2023,8,Aug,Aug-23,2023,IT,Training,North,CC-200,7062.01,6099.65
01-08-2023,8,Aug,Aug-23,2023,IT,Training,South,CC-200,6884.34,5901.56
01-08-2023,8,Aug,Aug-23,2023,IT,Training,East,CC-200,6954.06,5985.77
01-08-2023,8,Aug,Aug-23,2023,IT,Training,West,CC-200,7363.48,6371.52
01-08-2023,8,Aug,Aug-23,2023,HR,Salaries,North,CC-300,43833.21,43456.02
01-08-2023,8,Aug,Aug-23,2023,HR,Salaries,South,CC-300,42672.03,42436.04
01-08-2023,8,Aug,Aug-23,2023,HR,Salaries,East,CC-300,44042.47,44462
01-08-2023,8,Aug,Aug-23,2023,HR,Salaries,West,CC-300,46650.89,45351.32
01-08-2023,8,Aug,Aug-23,2023,HR,Software,North,CC-300,15188.59,15619.12
01-08-2023,8,Aug,Aug-23,2023,HR,Software,South,CC-300,13932.41,13879.8
01-08-2023,8,Aug,Aug-23,2023,HR,Software,East,CC-300,14792.72,14865.67
01-08-2023,8,Aug,Aug-23,2023,HR,Software,West,CC-300,15938.46,16097.89
01-08-2023,8,Aug,Aug-23,2023,HR,Travel,North,CC-300,8572.08,11952.94
01-08-2023,8,Aug,Aug-23,2023,HR,Travel,South,CC-300,8060.34,11067.44
01-08-2023,8,Aug,Aug-23,2023,HR,Travel,East,CC-300,8157.96,10772.98
01-08-2023,8,Aug,Aug-23,2023,HR,Travel,West,CC-300,8615.42,11817.15
01-08-2023,8,Aug,Aug-23,2023,HR,Supplies,North,CC-300,6448.58,6428.35
01-08-2023,8,Aug,Aug-23,2023,HR,Supplies,South,CC-300,6326.13,6343.58
01-08-2023,8,Aug,Aug-23,2023,HR,Supplies,East,CC-300,6298.76,6152.72
01-08-2023,8,Aug,Aug-23,2023,HR,Supplies,West,CC-300,6634.91,6467.35
01-08-2023,8,Aug,Aug-23,2023,HR,Training,North,CC-300,5780.34,5865.97
01-08-2023,8,Aug,Aug-23,2023,HR,Training,South,CC-300,5351.02,5311.82
01-08-2023,8,Aug,Aug-23,2023,HR,Training,East,CC-300,5471.92,5460.01
01-08-2023,8,Aug,Aug-23,2023,HR,Training,West,CC-300,5987.01,6112.89
01-08-2023,8,Aug,Aug-23,2023,Operations,Salaries,North,CC-400,53163.85,48650.85
01-08-2023,8,Aug,Aug-23,2023,Operations,Salaries,South,CC-400,50285.99,46297.76
01-08-2023,8,Aug,Aug-23,2023,Operations,Salaries,East,CC-400,51963.43,59413.39
01-08-2023,8,Aug,Aug-23,2023,Operations,Salaries,West,CC-400,54168.34,53125.33
01-08-2023,8,Aug,Aug-23,2023,Operations,Software,North,CC-400,20103.67,23494.9
01-08-2023,8,Aug,Aug-23,2023,Operations,Software,South,CC-400,19052.54,19881.77
01-08-2023,8,Aug,Aug-23,2023,Operations,Software,East,CC-400,19895.56,19636.19
01-08-2023,8,Aug,Aug-23,2023,Operations,Software,West,CC-400,20726.58,20744.61
01-08-2023,8,Aug,Aug-23,2023,Operations,Travel,North,CC-400,11725.08,15518.53
01-08-2023,8,Aug,Aug-23,2023,Operations,Travel,South,CC-400,10698.85,13369.21
01-08-2023,8,Aug,Aug-23,2023,Operations,Travel,East,CC-400,11287.02,14402.33
01-08-2023,8,Aug,Aug-23,2023,Operations,Travel,West,CC-400,11623.2,13733.15
01-08-2023,8,Aug,Aug-23,2023,Operations,Supplies,North,CC-400,11853.47,12255.54
01-08-2023,8,Aug,Aug-23,2023,Operations,Supplies,South,CC-400,11663.7,11855.69
01-08-2023,8,Aug,Aug-23,2023,Operations,Supplies,East,CC-400,12037.55,11002.89
01-08-2023,8,Aug,Aug-23,2023,Operations,Supplies,West,CC-400,12176.44,12428.17
01-08-2023,8,Aug,Aug-23,2023,Operations,Training,North,CC-400,7723.56,8296.34
01-08-2023,8,Aug,Aug-23,2023,Operations,Training,South,CC-400,7240.95,7079.66
01-08-2023,8,Aug,Aug-23,2023,Operations,Training,East,CC-400,7408.17,7118.18
01-08-2023,8,Aug,Aug-23,2023,Operations,Training,West,CC-400,7825.99,7591.02
01-08-2023,8,Aug,Aug-23,2023,Finance,Salaries,North,CC-500,43783.58,43906.74
01-08-2023,8,Aug,Aug-23,2023,Finance,Salaries,South,CC-500,41222.37,42431.62
01-08-2023,8,Aug,Aug-23,2023,Finance,Salaries,East,CC-500,40708.32,38357.48
01-08-2023,8,Aug,Aug-23,2023,Finance,Salaries,West,CC-500,45190.66,46960.9
01-08-2023,8,Aug,Aug-23,2023,Finance,Software,North,CC-500,16558.04,15878.33
01-08-2023,8,Aug,Aug-23,2023,Finance,Software,South,CC-500,15761.71,15387.79
01-08-2023,8,Aug,Aug-23,2023,Finance,Software,East,CC-500,15930.47,16632.03
01-08-2023,8,Aug,Aug-23,2023,Finance,Software,West,CC-500,16633.03,16025.19
01-08-2023,8,Aug,Aug-23,2023,Finance,Travel,North,CC-500,6922.8,9799.65
01-08-2023,8,Aug,Aug-23,2023,Finance,Travel,South,CC-500,6669,8835.92
01-08-2023,8,Aug,Aug-23,2023,Finance,Travel,East,CC-500,6614.25,9423.86
01-08-2023,8,Aug,Aug-23,2023,Finance,Travel,West,CC-500,7114.63,9546.64
01-08-2023,8,Aug,Aug-23,2023,Finance,Supplies,North,CC-500,7025.14,6983.6
01-08-2023,8,Aug,Aug-23,2023,Finance,Supplies,South,CC-500,6967.21,6664.63
01-08-2023,8,Aug,Aug-23,2023,Finance,Supplies,East,CC-500,7040.32,6810.64
01-08-2023,8,Aug,Aug-23,2023,Finance,Supplies,West,CC-500,7515.52,7218.91
01-08-2023,8,Aug,Aug-23,2023,Finance,Training,North,CC-500,6166.52,6366.73
01-08-2023,8,Aug,Aug-23,2023,Finance,Training,South,CC-500,5897.46,5927.16
01-08-2023,8,Aug,Aug-23,2023,Finance,Training,East,CC-500,6010.31,6295.97
01-08-2023,8,Aug,Aug-23,2023,Finance,Training,West,CC-500,6418.47,6410.79
01-09-2023,9,Sep,Sep-23,2023,Marketing,Salaries,North,CC-100,49033.7,54397.81
01-09-2023,9,Sep,Sep-23,2023,Marketing,Salaries,South,CC-100,45407.93,52209.17
01-09-2023,9,Sep,Sep-23,2023,Marketing,Salaries,East,CC-100,44974.59,51375.39
01-09-2023,9,Sep,Sep-23,2023,Marketing,Salaries,West,CC-100,49713.83,58208.32
01-09-2023,9,Sep,Sep-23,2023,Marketing,Software,North,CC-100,18291.95,21620.47
01-09-2023,9,Sep,Sep-23,2023,Marketing,Software,South,CC-100,17296.26,19914.26
01-09-2023,9,Sep,Sep-23,2023,Marketing,Software,East,CC-100,17369.94,20172.39
01-09-2023,9,Sep,Sep-23,2023,Marketing,Software,West,CC-100,19044.71,21160.34
01-09-2023,9,Sep,Sep-23,2023,Marketing,Travel,North,CC-100,10032.23,15640.79
01-09-2023,9,Sep,Sep-23,2023,Marketing,Travel,South,CC-100,9760.51,14535.85
01-09-2023,9,Sep,Sep-23,2023,Marketing,Travel,East,CC-100,10038.13,14810.36
01-09-2023,9,Sep,Sep-23,2023,Marketing,Travel,West,CC-100,10371.77,15242.15
01-09-2023,9,Sep,Sep-23,2023,Marketing,Supplies,North,CC-100,7937.79,8847.66
01-09-2023,9,Sep,Sep-23,2023,Marketing,Supplies,South,CC-100,7476.87,8813.86
01-09-2023,9,Sep,Sep-23,2023,Marketing,Supplies,East,CC-100,7830.17,9169.78
01-09-2023,9,Sep,Sep-23,2023,Marketing,Supplies,West,CC-100,8297.25,9903.34
01-09-2023,9,Sep,Sep-23,2023,Marketing,Training,North,CC-100,7942.14,9542.32
01-09-2023,9,Sep,Sep-23,2023,Marketing,Training,South,CC-100,7776.16,8931.43
01-09-2023,9,Sep,Sep-23,2023,Marketing,Training,East,CC-100,8076.21,9199.94
01-09-2023,9,Sep,Sep-23,2023,Marketing,Training,West,CC-100,8572.14,10311.57
01-09-2023,9,Sep,Sep-23,2023,IT,Salaries,North,CC-200,49492.06,42571.87
01-09-2023,9,Sep,Sep-23,2023,IT,Salaries,South,CC-200,48979.16,43058.36
01-09-2023,9,Sep,Sep-23,2023,IT,Salaries,East,CC-200,48592.31,42001.21
01-09-2023,9,Sep,Sep-23,2023,IT,Salaries,West,CC-200,50849.9,44109.13
01-09-2023,9,Sep,Sep-23,2023,IT,Software,North,CC-200,27120.07,23382.18
01-09-2023,9,Sep,Sep-23,2023,IT,Software,South,CC-200,25913.18,22265.82
01-09-2023,9,Sep,Sep-23,2023,IT,Software,East,CC-200,26688.92,23715.07
01-09-2023,9,Sep,Sep-23,2023,IT,Software,West,CC-200,28182.19,25445.18
01-09-2023,9,Sep,Sep-23,2023,IT,Travel,North,CC-200,10961.38,13669.29
01-09-2023,9,Sep,Sep-23,2023,IT,Travel,South,CC-200,10344.23,12917.54
01-09-2023,9,Sep,Sep-23,2023,IT,Travel,East,CC-200,10612.3,12419.91
01-09-2023,9,Sep,Sep-23,2023,IT,Travel,West,CC-200,11171.4,13403.31
01-09-2023,9,Sep,Sep-23,2023,IT,Supplies,North,CC-200,8374.26,7343.63
01-09-2023,9,Sep,Sep-23,2023,IT,Supplies,South,CC-200,7798.49,6725.53
01-09-2023,9,Sep,Sep-23,2023,IT,Supplies,East,CC-200,8138.02,7140.94
01-09-2023,9,Sep,Sep-23,2023,IT,Supplies,West,CC-200,8919.62,7738.6
01-09-2023,9,Sep,Sep-23,2023,IT,Training,North,CC-200,6961.88,6004.57
01-09-2023,9,Sep,Sep-23,2023,IT,Training,South,CC-200,6626.36,5857.87
01-09-2023,9,Sep,Sep-23,2023,IT,Training,East,CC-200,7060.37,6196.53
01-09-2023,9,Sep,Sep-23,2023,IT,Training,West,CC-200,7397.96,6253.09
01-09-2023,9,Sep,Sep-23,2023,HR,Salaries,North,CC-300,44210.4,45084.06
01-09-2023,9,Sep,Sep-23,2023,HR,Salaries,South,CC-300,41820.67,42727.95
01-09-2023,9,Sep,Sep-23,2023,HR,Salaries,East,CC-300,42642.57,43118.37
01-09-2023,9,Sep,Sep-23,2023,HR,Salaries,West,CC-300,46484.2,45817.98
01-09-2023,9,Sep,Sep-23,2023,HR,Software,North,CC-300,14475.28,14642.27
01-09-2023,9,Sep,Sep-23,2023,HR,Software,South,CC-300,13916.01,13487
01-09-2023,9,Sep,Sep-23,2023,HR,Software,East,CC-300,14321.28,14020.55
01-09-2023,9,Sep,Sep-23,2023,HR,Software,West,CC-300,15386.93,15756.96
01-09-2023,9,Sep,Sep-23,2023,HR,Travel,North,CC-300,8457.4,11145.23
01-09-2023,9,Sep,Sep-23,2023,HR,Travel,South,CC-300,7777.09,10897.09
01-09-2023,9,Sep,Sep-23,2023,HR,Travel,East,CC-300,8093.24,11027.77
01-09-2023,9,Sep,Sep-23,2023,HR,Travel,West,CC-300,8461.46,11278.29
01-09-2023,9,Sep,Sep-23,2023,HR,Supplies,North,CC-300,6583.25,6574.94
01-09-2023,9,Sep,Sep-23,2023,HR,Supplies,South,CC-300,6320.69,6352.46
01-09-2023,9,Sep,Sep-23,2023,HR,Supplies,East,CC-300,6241.56,6201.66
01-09-2023,9,Sep,Sep-23,2023,HR,Supplies,West,CC-300,6918.07,7108.89
01-09-2023,9,Sep,Sep-23,2023,HR,Training,North,CC-300,5713.66,5839.32
01-09-2023,9,Sep,Sep-23,2023,HR,Training,South,CC-300,5453.64,5468.45
01-09-2023,9,Sep,Sep-23,2023,HR,Training,East,CC-300,5444.04,5369.82
01-09-2023,9,Sep,Sep-23,2023,HR,Training,West,CC-300,5714.01,5570.47
01-09-2023,9,Sep,Sep-23,2023,Operations,Salaries,North,CC-400,54374.7,57751.04
01-09-2023,9,Sep,Sep-23,2023,Operations,Salaries,South,CC-400,50342.24,50480.38
01-09-2023,9,Sep,Sep-23,2023,Operations,Salaries,East,CC-400,52590.3,48776.64
01-09-2023,9,Sep,Sep-23,2023,Operations,Salaries,West,CC-400,56063.12,58952.37
01-09-2023,9,Sep,Sep-23,2023,Operations,Software,North,CC-400,19989.41,22935.01
01-09-2023,9,Sep,Sep-23,2023,Operations,Software,South,CC-400,19605.76,21176.1
01-09-2023,9,Sep,Sep-23,2023,Operations,Software,East,CC-400,20235.06,20249.14
01-09-2023,9,Sep,Sep-23,2023,Operations,Software,West,CC-400,21337.94,21625.99
01-09-2023,9,Sep,Sep-23,2023,Operations,Travel,North,CC-400,11314.67,15208.4
01-09-2023,9,Sep,Sep-23,2023,Operations,Travel,South,CC-400,11055.51,14588.49
01-09-2023,9,Sep,Sep-23,2023,Operations,Travel,East,CC-400,11049.58,16512.69
01-09-2023,9,Sep,Sep-23,2023,Operations,Travel,West,CC-400,11882.11,16272.67
01-09-2023,9,Sep,Sep-23,2023,Operations,Supplies,North,CC-400,11883.43,12033.87
01-09-2023,9,Sep,Sep-23,2023,Operations,Supplies,South,CC-400,11376.41,11575.65
01-09-2023,9,Sep,Sep-23,2023,Operations,Supplies,East,CC-400,11778.99,11485.31
01-09-2023,9,Sep,Sep-23,2023,Operations,Supplies,West,CC-400,12684,11550.32
01-09-2023,9,Sep,Sep-23,2023,Operations,Training,North,CC-400,7493.41,8173.86
01-09-2023,9,Sep,Sep-23,2023,Operations,Training,South,CC-400,7296.97,6872.65
01-09-2023,9,Sep,Sep-23,2023,Operations,Training,East,CC-400,7568.49,7488.25
01-09-2023,9,Sep,Sep-23,2023,Operations,Training,West,CC-400,8116.41,9190.49
01-09-2023,9,Sep,Sep-23,2023,Finance,Salaries,North,CC-500,43326.05,41210.91
01-09-2023,9,Sep,Sep-23,2023,Finance,Salaries,South,CC-500,41346.79,42154.81
01-09-2023,9,Sep,Sep-23,2023,Finance,Salaries,East,CC-500,40994.85,42452.29
01-09-2023,9,Sep,Sep-23,2023,Finance,Salaries,West,CC-500,44077.9,45560.48
01-09-2023,9,Sep,Sep-23,2023,Finance,Software,North,CC-500,15874.29,16252.97
01-09-2023,9,Sep,Sep-23,2023,Finance,Software,South,CC-500,15174.75,14688.21
01-09-2023,9,Sep,Sep-23,2023,Finance,Software,East,CC-500,16063.02,15624.53
01-09-2023,9,Sep,Sep-23,2023,Finance,Software,West,CC-500,17318.96,16492.65
01-09-2023,9,Sep,Sep-23,2023,Finance,Travel,North,CC-500,6837.12,9324.62
01-09-2023,9,Sep,Sep-23,2023,Finance,Travel,South,CC-500,6370.91,8870.6
01-09-2023,9,Sep,Sep-23,2023,Finance,Travel,East,CC-500,6590.68,8793.09
01-09-2023,9,Sep,Sep-23,2023,Finance,Travel,West,CC-500,7120.84,9325.21
01-09-2023,9,Sep,Sep-23,2023,Finance,Supplies,North,CC-500,6949.73,6999.13
01-09-2023,9,Sep,Sep-23,2023,Finance,Supplies,South,CC-500,6771.64,6540.85
01-09-2023,9,Sep,Sep-23,2023,Finance,Supplies,East,CC-500,6744.61,6903.91
01-09-2023,9,Sep,Sep-23,2023,Finance,Supplies,West,CC-500,7485.14,7219.75
01-09-2023,9,Sep,Sep-23,2023,Finance,Training,North,CC-500,6071.88,5756.48
01-09-2023,9,Sep,Sep-23,2023,Finance,Training,South,CC-500,5855.82,6002.63
01-09-2023,9,Sep,Sep-23,2023,Finance,Training,East,CC-500,6031.24,6256.6
01-09-2023,9,Sep,Sep-23,2023,Finance,Training,West,CC-500,6383.91,6498.35
